ID,Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Brand_encoded,Category_encoded,Price_USD_scaled,Rating_scaled
12044,Perfect Setting Spray,Juvia’s Place,Cleanser,80.08,1.8,2343,18,4,-0.0013392526767513411,-1.029398102922765
12045,Perfect Setting Spray,Anastasia Beverly Hills,Blush,66.56,1.8,3903,0,1,-0.3359791615566504,-1.029398102922765
12046,Super Eye Shadow,Farsali,Contour,80.04,1.8,4365,11,6,-0.0023293115787626803,-1.029398102922765
12047,Super Setting Spray,Bite Beauty,Face Mask,31.99,1.8,8618,2,10,-1.1916375676201205,-1.029398102922765
12048,Magic Foundation,RMS Beauty,Lipstick,21.44,1.8,5929,31,16,-1.4527656030256633,-1.029398102922765
12049,Perfect Setting Spray,Tarte,Lipstick,93.19,1.8,7755,35,16,0.32315255245752955,-1.029398102922765
12050,Perfect Blush,Huda Beauty,Face Oil,74.04,1.8,2335,15,11,-0.15083814688049307,-1.029398102922765
12051,Magic Setting Spray,E.l.f.,Lipstick,78.99,1.8,1003,10,16,-0.02831835775656578,-1.029398102922765
12052,Perfect Powder,Ilia Beauty,Lipstick,113.79,1.8,5433,17,16,0.8330328869934709,-1.029398102922765
12053,Magic Mascara,Danessa Myricks,Lipstick,144.13,1.8,3763,8,16,1.5839925641692207,-1.029398102922765
12054,Divine Eyeliner,Patrick Ta,Lipstick,73.27,1.8,3694,29,16,-0.1698967807442154,-1.029398102922765
12055,Perfect CC Cream,Danessa Myricks,BB Cream,108.21,1.8,8537,8,0,0.6949196701628613,-1.029398102922765
12056,Ultra Foundation,IT Cosmetics,Highlighter,102.92,1.8,8580,16,13,0.5639843803718358,-1.029398102922765
12057,Divine Exfoliator,Kylie Cosmetics,Cleanser,29.6,1.8,9535,21,4,-1.2507935870153097,-1.029398102922765
12058,Ultra Highlighter,Huda Beauty,Lipstick,75.45,1.8,490,15,16,-0.11593857058458652,-1.029398102922765
12059,Ultra Bronzer,Tarte,Lipstick,99.54,1.8,7651,35,16,0.48032440315186115,-1.029398102922765
12060,Perfect Foundation,Clinique,Setting Spray,56.04,1.8,696,6,23,-0.5963646527856845,-1.029398102922765
12061,Ultra BB Cream,Danessa Myricks,Serum,50.12,1.8,726,8,22,-0.7428933702833919,-1.029398102922765
12062,Perfect Exfoliator,RMS Beauty,Face Oil,89.25,1.8,4237,31,11,0.22563175060939333,-1.029398102922765
12063,Magic Lip Gloss,Becca,Serum,78.25,1.8,7774,1,22,-0.04663444744377907,-1.029398102922765
12064,Divine Contour,Tarte,Lipstick,117.62,1.8,7193,35,16,0.9278310268610753,-1.029398102922765
12065,Super Lip Gloss,Perricone MD,Lipstick,79.77,1.8,6325,30,16,-0.009012209167340801,-1.029398102922765
12066,Super Highlighter,Pat McGrath Labs,Concealer,96.42,1.8,2598,28,5,0.4030998087949612,-1.029398102922765
12067,Magic CC Cream,Yves Saint Laurent,Bronzer,102.32,1.8,3005,39,2,0.5491334968416626,-1.029398102922765
12068,Divine Cleanser,Too Faced,BB Cream,33.6,1.8,9419,37,0,-1.151787696814156,-1.029398102922765
12069,Magic Face Mask,Ilia Beauty,Lip Liner,132.45,1.8,1818,17,15,1.294895364781852,-1.029398102922765
12070,Super Serum,Kylie Cosmetics,Lip Liner,149.49,1.8,2581,21,15,1.716660457038767,-1.029398102922765
12071,Perfect Exfoliator,Milk Makeup,Face Mask,51.51,1.8,1872,24,10,-0.708488823438491,-1.029398102922765
12072,Perfect Concealer,Tatcha,Lip Liner,124.49,1.8,1667,36,15,1.0978736432815563,-1.029398102922765
12073,Super Lipstick,RMS Beauty,CC Cream,19.3,1.8,9091,31,3,-1.5057337542832803,-1.029398102922765
12074,Divine Bronzer,Charlotte Tilbury,Primer,10.87,1.8,1806,5,21,-1.7143886678822113,-1.029398102922765
12075,Ultra Face Mask,Tarte,Lip Liner,125.36,1.8,3263,35,15,1.1194074244003074,-1.029398102922765
12076,Ultra Exfoliator,Rare Beauty,Bronzer,39.93,1.8,6299,32,2,-0.9951108755708306,-1.029398102922765
12077,Perfect Eyeliner,ColourPop,BB Cream,53.4,1.8,4385,7,0,-0.6617085403184458,-1.029398102922765
12078,Ultra Concealer,Perricone MD,Makeup Remover,16.81,1.8,3283,30,17,-1.5673649209334983,-1.029398102922765
12079,Super Blush,KVD Beauty,Face Oil,74.51,1.8,8909,19,11,-0.13920495478185757,-1.029398102922765
12080,Divine Primer,Yves Saint Laurent,Mascara,148.28,1.8,783,39,18,1.6867111752529176,-1.029398102922765
12081,Perfect Face Oil,Sisley,CC Cream,113.0,1.8,3575,34,3,0.8134792236787428,-1.029398102922765
12082,Ultra Moisturizer,Pat McGrath Labs,Concealer,90.04,1.8,8094,28,5,0.24518541392412133,-1.029398102922765
12083,Perfect Lip Liner,Ilia Beauty,Lip Liner,64.88,1.8,5837,17,15,-0.3775616354411351,-1.029398102922765
12084,Ultra Exfoliator,Natasha Denona,Mascara,132.17,1.8,2688,27,18,1.2879649524677712,-1.029398102922765
12085,Super Setting Spray,Anastasia Beverly Hills,Contour,50.06,1.8,137,0,6,-0.7443784586364091,-1.029398102922765
12086,Perfect Exfoliator,Make Up For Ever,Eyeliner,77.48,1.8,9530,23,9,-0.06569308130750104,-1.029398102922765
12087,Magic Lipstick,Sisley,Eye Shadow,114.91,1.8,9667,34,8,0.8607545362497936,-1.029398102922765
12088,Magic Exfoliator,Kiehl’s,Powder,68.26,1.8,5747,20,20,-0.29390165822116004,-1.029398102922765
12089,Ultra Foundation,Sisley,Moisturizer,137.83,1.8,2466,34,19,1.4280582871024041,-1.029398102922765
12090,Magic Lip Liner,Huda Beauty,Moisturizer,149.19,1.8,7386,15,19,1.70923501527368,-1.029398102922765
12091,Magic Bronzer,Tatcha,Eye Shadow,92.61,1.8,2528,36,8,0.3087966983783623,-1.029398102922765
12092,Ultra Eye Shadow,Huda Beauty,BB Cream,10.13,1.8,5920,15,0,-1.732704757569425,-1.029398102922765
12093,Magic Highlighter,Tatcha,Cleanser,62.38,1.8,7033,36,4,-0.4394403168168559,-1.029398102922765
12094,Ultra Cleanser,Make Up For Ever,Primer,102.0,1.8,4117,23,21,0.5412130256255704,-1.029398102922765
12095,Ultra Bronzer,Urban Decay,Cleanser,138.18,1.8,540,38,4,1.436721302495005,-1.029398102922765
12096,Magic Lip Liner,E.l.f.,Eyeliner,132.08,1.8,1405,10,9,1.2857373199382458,-1.029398102922765
12097,Ultra Cleanser,Kiehl’s,Lip Liner,30.8,1.8,6496,20,15,-1.2210918199549639,-1.029398102922765
12098,Super Moisturizer,Laura Mercier,Makeup Remover,102.19,1.8,1754,22,17,0.5459158054101252,-1.029398102922765
12099,Divine Makeup Remover,Juvia’s Place,CC Cream,81.42,1.8,8498,18,3,0.0318277205406352,-1.029398102922765
12100,Super Eyeliner,Becca,Makeup Remover,11.05,1.8,1049,1,17,-1.7099334028231596,-1.029398102922765
12101,Super Setting Spray,Laura Mercier,Concealer,88.97,1.8,5152,22,5,0.21870133829531255,-1.029398102922765
12102,Magic Eye Shadow,Tarte,Lip Gloss,63.46,1.8,1825,35,14,-0.4127087264625445,-1.029398102922765
12103,Magic Contour,Tatcha,Foundation,18.25,1.8,9232,36,12,-1.531722800461083,-1.029398102922765
12104,Divine Setting Spray,IT Cosmetics,Lip Gloss,15.58,1.8,7291,16,14,-1.5978092321703532,-1.029398102922765
12105,Perfect Lip Liner,Sisley,CC Cream,78.62,1.8,5826,34,3,-0.03747640260017225,-1.029398102922765
12106,Perfect Eyeliner,IT Cosmetics,Serum,23.46,1.8,1745,16,22,-1.4027676284740804,-1.029398102922765
12107,Super BB Cream,Kylie Cosmetics,Blush,117.02,1.8,1979,21,1,0.9129801433309022,-1.029398102922765
12108,Magic Setting Spray,Huda Beauty,Face Mask,76.76,1.8,4934,15,10,-0.08351414154370866,-1.029398102922765
12109,Divine Contour,Bite Beauty,Powder,71.01,1.8,6983,2,20,-0.22583510870786697,-1.029398102922765
12110,Divine Face Mask,Sisley,Makeup Remover,101.1,1.8,3607,34,17,0.5189367003303107,-1.029398102922765
12111,Magic Bronzer,Shiseido,Setting Spray,28.97,1.8,4325,33,23,-1.2663870147219916,-1.029398102922765
12112,Super Highlighter,Anastasia Beverly Hills,Bronzer,25.56,1.8,4168,0,2,-1.3507895361184747,-1.029398102922765
12113,Perfect Mascara,Patrick Ta,Eye Shadow,65.67,1.8,9370,29,8,-0.3580079721264071,-1.029398102922765
12114,Perfect Lip Liner,Tatcha,Primer,48.4,1.8,6213,36,21,-0.7854659030698878,-1.029398102922765
12115,Ultra Bronzer,Clinique,Moisturizer,17.85,1.8,5158,6,19,-1.5416233894811984,-1.029398102922765
12116,Magic Foundation,Tarte,CC Cream,52.8,1.8,2483,35,3,-0.6765594238486189,-1.029398102922765
12117,Perfect Serum,IT Cosmetics,Primer,19.73,1.8,1388,16,21,-1.4950906210866561,-1.029398102922765
12118,Perfect Exfoliator,Bourjois,Setting Spray,91.07,1.8,4035,4,23,0.27067943065091804,-1.029398102922765
12119,Super Highlighter,Farsali,Primer,132.68,1.8,4226,11,21,1.3005882034684186,-1.029398102922765
12120,Magic Eyeliner,Ilia Beauty,Face Mask,86.59,1.8,3108,17,10,0.15979283362562627,-1.029398102922765
12121,Super Foundation,ColourPop,CC Cream,17.99,1.8,1506,7,3,-1.5381581833241582,-1.029398102922765
12122,Magic BB Cream,Hourglass,Lip Liner,89.68,1.8,8541,14,15,0.23627488380601752,-1.029398102922765
12123,Perfect Highlighter,Shiseido,Setting Spray,143.55,1.8,3621,33,23,1.5696367100900537,-1.029398102922765
12124,Super Eye Shadow,Danessa Myricks,Makeup Remover,96.65,1.8,6966,8,17,0.40879264748152766,-1.029398102922765
12125,Divine Eyeliner,Ilia Beauty,CC Cream,76.43,1.8,1827,17,3,-0.09168212748530379,-1.029398102922765
12126,Divine Setting Spray,Becca,Exfoliator,76.65,1.8,4589,1,7,-0.08623680352424037,-1.029398102922765
12127,Divine Lip Liner,Urban Decay,Lip Liner,55.8,1.8,2725,38,15,-0.6023050061977537,-1.029398102922765
12128,Super Contour,Tarte,Serum,73.69,1.8,4326,35,22,-0.15950116227309424,-1.029398102922765
12129,Magic Serum,Ilia Beauty,Serum,75.87,1.8,3186,17,22,-0.10554295211346536,-1.029398102922765
12130,Magic Exfoliator,Hourglass,Eyeliner,43.85,1.8,7633,14,9,-0.8980851031737,-1.029398102922765
12131,Perfect Cleanser,Sisley,Makeup Remover,55.98,1.8,5249,34,17,-0.5978497411387018,-1.029398102922765
12132,Magic Contour,Rare Beauty,BB Cream,129.97,1.8,9660,32,0,1.233511712857137,-1.029398102922765
12133,Super Foundation,Charlotte Tilbury,Highlighter,140.56,1.7,297,5,13,1.4956298071646912,-1.1150152759807885
12134,Super Primer,Rare Beauty,Highlighter,111.7,1.7,9892,32,13,0.781302309363368,-1.1150152759807885
12135,Divine Contour,Milk Makeup,Mascara,105.93,1.7,5581,24,18,0.638486312748204,-1.1150152759807885
12136,Divine Concealer,Anastasia Beverly Hills,Face Mask,109.61,1.7,506,0,10,0.7295717317332652,-1.1150152759807885
12137,Divine Lip Gloss,Laura Mercier,Cleanser,93.49,1.7,1959,22,4,0.330577994222616,-1.1150152759807885
12138,Magic Lipstick,Tatcha,Eye Shadow,53.38,1.7,2607,36,8,-0.6622035697694515,-1.1150152759807885
12139,Ultra Powder,Clinique,Foundation,92.43,1.7,2230,6,12,0.30434143331931063,-1.1150152759807885
12140,Perfect BB Cream,Patrick Ta,Mascara,53.85,1.7,5979,29,18,-0.650570377670816,-1.1150152759807885
12141,Ultra Bronzer,Juvia’s Place,Lip Liner,43.32,1.7,1448,18,15,-0.9112033836253529,-1.1150152759807885
12142,Perfect Face Oil,E.l.f.,Foundation,74.3,1.7,9875,10,12,-0.14440276401741833,-1.1150152759807885
12143,Ultra Concealer,Patrick Ta,Moisturizer,121.9,1.7,6124,29,19,1.0337673293763097,-1.1150152759807885
12144,Magic Lipstick,Drunk Elephant,Lip Gloss,48.94,1.7,9317,9,14,-0.7721001078927321,-1.1150152759807885
12145,Divine Foundation,Bobby Brown,Mascara,132.98,1.7,1110,3,18,1.308013645233505,-1.1150152759807885
12146,Perfect BB Cream,RMS Beauty,Foundation,11.16,1.7,7255,31,12,-1.707210740842628,-1.1150152759807885
12147,Ultra Contour,Glossier,Moisturizer,96.79,1.7,1467,13,19,0.41225785363856804,-1.1150152759807885
12148,Divine Bronzer,Clinique,Bronzer,32.01,1.7,3610,6,2,-1.1911425381691148,-1.1150152759807885
12149,Super Primer,Morphe,Moisturizer,112.26,1.7,6929,25,19,0.7951631339915296,-1.1150152759807885
12150,Ultra Face Mask,E.l.f.,Mascara,74.26,1.7,5197,10,18,-0.14539282291942968,-1.1150152759807885
12151,Divine Setting Spray,Becca,Eyeliner,100.51,1.7,3061,1,9,0.5043333315256409,-1.1150152759807885
12152,Divine Blush,NARS,Concealer,99.52,1.7,8384,26,5,0.4798293737008551,-1.1150152759807885
12153,Super CC Cream,Milk Makeup,Face Oil,139.1,1.7,3512,24,11,1.4594926572412699,-1.1150152759807885
12154,Ultra Eye Shadow,Too Faced,Serum,36.5,1.7,5207,37,22,-1.0800084264183198,-1.1150152759807885
12155,Super Mascara,Rare Beauty,Lip Gloss,36.57,1.7,324,32,14,-1.0782758233397995,-1.1150152759807885
12156,Ultra Makeup Remover,Sisley,BB Cream,146.77,1.7,1465,34,0,1.6493364517019824,-1.1150152759807885
12157,Divine Cleanser,E.l.f.,Face Oil,89.35,1.7,5611,10,11,0.22810689786442204,-1.1150152759807885
12158,Magic Blush,Rare Beauty,Eyeliner,57.93,1.7,2152,32,9,-0.5495843696656394,-1.1150152759807885
12159,Super CC Cream,Anastasia Beverly Hills,Primer,72.33,1.7,8472,0,21,-0.19316316494148644,-1.1150152759807885
12160,Divine Primer,Urban Decay,Eyeliner,19.14,1.7,3123,38,9,-1.5096939898913264,-1.1150152759807885
12161,Divine Eyeliner,Too Faced,Foundation,124.3,1.7,9830,37,12,1.0931708634970017,-1.1150152759807885
12162,Super Concealer,Juvia’s Place,Mascara,92.51,1.7,8044,18,18,0.30632155112333365,-1.1150152759807885
12163,Divine Cleanser,IT Cosmetics,CC Cream,132.78,1.7,6909,16,3,1.3030633507234475,-1.1150152759807885
12164,Magic Highlighter,Kylie Cosmetics,Lip Gloss,136.98,1.7,4065,21,14,1.4070195354346584,-1.1150152759807885
12165,Magic Mascara,Huda Beauty,Mascara,97.37,1.7,1217,15,18,0.42661370771773527,-1.1150152759807885
12166,Ultra Moisturizer,NARS,Foundation,59.65,1.7,2058,26,12,-0.5070118368791433,-1.1150152759807885
12167,Super Lipstick,Kiehl’s,Contour,21.0,1.7,8279,20,6,-1.46365625094779,-1.1150152759807885
12168,Magic Highlighter,Juvia’s Place,Face Oil,33.69,1.7,9821,18,11,-1.1495600642846302,-1.1150152759807885
12169,Divine Mascara,Hourglass,Lip Gloss,104.94,1.7,6132,14,14,0.6139823549234182,-1.1150152759807885
12170,Magic Face Mask,Glossier,Serum,46.29,1.7,6653,13,22,-0.8376915101509964,-1.1150152759807885
12171,Super Makeup Remover,E.l.f.,Blush,78.52,1.7,563,10,1,-0.0399515498552013,-1.1150152759807885
12172,Magic Powder,Sisley,Concealer,93.67,1.7,5974,34,5,0.3350332592816681,-1.1150152759807885
12173,Perfect Bronzer,Becca,Blush,38.49,1.7,8316,1,1,-1.0307529960432458,-1.1150152759807885
12174,Perfect Face Oil,Rare Beauty,Serum,27.53,1.7,175,32,22,-1.3020291351944067,-1.1150152759807885
12175,Perfect Blush,Farsali,Eye Shadow,80.34,1.7,7271,11,8,0.00509613018632377,-1.1150152759807885
12176,Magic Concealer,Laura Mercier,Lip Gloss,121.21,1.7,6449,22,14,1.0166888133166105,-1.1150152759807885
12177,Magic Serum,Kiehl’s,Highlighter,126.6,1.7,9690,20,13,1.150099250362665,-1.1150152759807885
12178,Magic Makeup Remover,Huda Beauty,CC Cream,135.29,1.7,9471,15,3,1.365189546824671,-1.1150152759807885
12179,Ultra Lipstick,Ilia Beauty,Moisturizer,128.34,1.7,826,17,19,1.1931668126001669,-1.1150152759807885
12180,Magic Setting Spray,Clinique,Blush,29.36,1.7,6206,6,1,-1.256733940427379,-1.1150152759807885
12181,Ultra Concealer,Perricone MD,Blush,117.81,1.7,6805,30,1,0.9325338066456301,-1.1150152759807885
12182,Divine Bronzer,Hourglass,Exfoliator,48.44,1.7,6302,14,7,-0.7844758441678763,-1.1150152759807885
12183,Divine Contour,Shiseido,Blush,33.1,1.7,7248,33,1,-1.1641634330893003,-1.1150152759807885
12184,Magic Cleanser,Make Up For Ever,Eyeliner,116.75,1.7,9784,23,9,0.9062972457423244,-1.1150152759807885
12185,Ultra Mascara,Clinique,Powder,120.01,1.7,7892,6,20,0.9869870462562647,-1.1150152759807885
12186,Divine Eyeliner,Laura Mercier,Cleanser,36.26,1.7,6181,22,4,-1.085948779830389,-1.1150152759807885
12187,Ultra Primer,Rare Beauty,Lip Gloss,107.74,1.7,2729,32,14,0.6832864780642257,-1.1150152759807885
12188,Super Face Oil,Becca,Cleanser,96.21,1.7,5678,1,4,0.3979019995594004,-1.1150152759807885
12189,Ultra Eyeliner,Juvia’s Place,Eye Shadow,53.54,1.7,9687,18,8,-0.6582433341614055,-1.1150152759807885
12190,Perfect Lip Liner,Bite Beauty,Moisturizer,35.58,1.7,3006,2,19,-1.1027797811645852,-1.1150152759807885
12191,Magic Primer,Danessa Myricks,Cleanser,51.86,1.7,9778,8,4,-0.69982580804589,-1.1150152759807885
12192,Super CC Cream,Drunk Elephant,Contour,129.77,1.7,3189,9,6,1.2285614183470797,-1.1150152759807885
12193,Magic Blush,Bobby Brown,Lip Liner,105.08,1.7,3562,3,15,0.6174475610804586,-1.1150152759807885
12194,Magic Highlighter,E.l.f.,Lip Gloss,147.85,1.7,3182,10,14,1.6760680420562935,-1.1150152759807885
12195,Ultra Blush,Perricone MD,Blush,128.62,1.7,8882,30,1,1.2000972249142479,-1.1150152759807885
12196,Super Moisturizer,Ilia Beauty,BB Cream,127.01,1.7,5811,17,0,1.1602473541082834,-1.1150152759807885
12197,Super BB Cream,Hourglass,CC Cream,10.09,1.7,6527,14,3,-1.7336948164714363,-1.1150152759807885
12198,Magic Blush,Huda Beauty,Serum,89.65,1.7,1897,15,22,0.23553233962950884,-1.1150152759807885
12199,Magic Powder,Fenty Beauty,Powder,129.88,1.7,4990,12,20,1.2312840803276108,-1.1150152759807885
12200,Perfect Mascara,Ilia Beauty,Lip Liner,80.97,1.7,2183,17,15,0.02068955789300535,-1.1150152759807885
12201,Magic BB Cream,Anastasia Beverly Hills,Blush,80.0,1.7,5175,0,1,-0.003319370480774371,-1.1150152759807885
12202,Perfect Eyeliner,Sisley,Highlighter,24.86,1.7,8191,34,13,-1.3681155669036769,-1.1150152759807885
12203,Magic Lip Liner,Shiseido,Foundation,145.12,1.7,2319,33,12,1.6084965219940064,-1.1150152759807885
12204,Super Mascara,Morphe,Primer,148.8,1.7,5639,25,21,1.6995819409790678,-1.1150152759807885
12205,Perfect Setting Spray,Glossier,Mascara,35.96,1.7,1710,13,18,-1.0933742215954756,-1.1150152759807885
12206,Perfect Exfoliator,Kylie Cosmetics,Primer,133.8,1.7,9365,21,21,1.328309852724742,-1.1150152759807885
12207,Divine CC Cream,Fenty Beauty,Contour,115.64,1.7,925,12,6,0.8788231112115042,-1.1150152759807885
12208,Super Cleanser,Glossier,Lip Gloss,112.85,1.7,4978,13,14,0.8097665027961994,-1.1150152759807885
12209,Perfect Powder,Shiseido,Mascara,143.05,1.7,2549,33,18,1.5572609738149095,-1.1150152759807885
12210,Ultra Highlighter,IT Cosmetics,Cleanser,20.78,1.7,5513,16,4,-1.4691015749088534,-1.1150152759807885
12211,Divine Lipstick,Tarte,Moisturizer,30.87,1.7,1010,35,19,-1.2193592168764433,-1.1150152759807885
12212,Magic Setting Spray,ColourPop,Primer,56.15,1.7,4967,7,21,-0.5936419908051528,-1.1150152759807885
12213,Magic Face Mask,Laura Mercier,Lip Liner,134.23,1.7,823,22,15,1.3389529859213654,-1.1150152759807885
12214,Ultra Blush,Kylie Cosmetics,Face Oil,70.51,1.7,1922,21,11,-0.23821084498301118,-1.1150152759807885
12215,Divine Face Mask,Juvia’s Place,Eye Shadow,98.98,1.7,7829,18,8,0.4664635785236996,-1.1150152759807885
12216,Ultra Lip Liner,E.l.f.,Blush,59.03,1.7,2435,10,1,-0.5223577498603221,-1.1150152759807885
12217,Super Foundation,Patrick Ta,Foundation,105.91,1.7,3528,29,12,0.637991283297198,-1.1150152759807885
12218,Divine Bronzer,Sisley,Serum,72.21,1.7,6370,34,22,-0.19613334164752116,-1.1150152759807885
12219,Magic Lip Gloss,Patrick Ta,Lip Liner,11.54,1.7,5488,29,15,-1.6978051812735182,-1.1150152759807885
12220,Perfect Blush,KVD Beauty,Powder,40.56,1.7,8047,19,20,-0.9795174478641488,-1.1150152759807885
12221,Divine Lip Liner,Rare Beauty,Setting Spray,62.43,1.7,4044,32,23,-0.43820274318934155,-1.1150152759807885
12222,Divine Powder,IT Cosmetics,Eye Shadow,148.27,1.7,7718,16,8,1.686463660527415,-1.1150152759807885
12223,Perfect Powder,Natasha Denona,Foundation,10.69,1.7,636,27,12,-1.7188439329412635,-1.1150152759807885
12224,Divine Bronzer,Bourjois,Makeup Remover,129.69,1.7,9266,4,17,1.2265813005430561,-1.1150152759807885
12225,Perfect Powder,NARS,Face Oil,88.43,1.7,6429,26,11,0.20533554311815702,-1.1150152759807885
12226,Magic Cleanser,Clinique,Setting Spray,146.43,1.7,2931,6,23,1.6409209510348843,-1.1150152759807885
12227,Ultra Eye Shadow,Juvia’s Place,Foundation,106.8,1.7,2960,18,12,0.6600200938669547,-1.1150152759807885
12228,Super Powder,Anastasia Beverly Hills,Exfoliator,52.64,1.7,9037,0,7,-0.680519659456665,-1.1150152759807885
12229,Magic Setting Spray,Glossier,CC Cream,49.94,1.7,2775,13,3,-0.7473486353424438,-1.1150152759807885
12230,Divine Lip Liner,Milk Makeup,Face Oil,33.73,1.7,3995,24,11,-1.1485700053826187,-1.1150152759807885
12231,Super Exfoliator,Bobby Brown,Eye Shadow,57.49,1.7,3245,3,8,-0.5604750175877662,-1.1150152759807885
12232,Divine Eye Shadow,Bite Beauty,Moisturizer,48.35,1.7,8876,2,19,-0.7867034766974023,-1.1150152759807885
12233,Super Lip Liner,Morphe,Concealer,64.42,1.7,4106,25,5,-0.3889473128142676,-1.1150152759807885
12234,Divine Contour,IT Cosmetics,Eyeliner,10.03,1.7,2925,16,9,-1.7351799048244536,-1.1150152759807885
12235,Divine Moisturizer,Glossier,Makeup Remover,14.07,1.7,6682,13,17,-1.6351839557212884,-1.1150152759807885
12236,Divine Serum,ColourPop,Moisturizer,75.07,1.7,3347,7,19,-0.12534413015369636,-1.1150152759807885
12237,Perfect Cleanser,Huda Beauty,Cleanser,107.61,1.7,5630,15,4,0.6800687866326883,-1.1150152759807885
12238,Magic Cleanser,Bobby Brown,Cleanser,53.17,1.7,7866,3,4,-0.6674013790050121,-1.1150152759807885
12239,Perfect Face Oil,Fenty Beauty,Eye Shadow,110.84,1.7,4168,12,8,0.7600160429701199,-1.1150152759807885
12240,Perfect Concealer,Bobby Brown,Highlighter,87.98,1.7,3312,3,13,0.19419738047052718,-1.1150152759807885
12241,Super Face Mask,Urban Decay,Highlighter,21.41,1.7,8959,38,13,-1.4535081472021718,-1.1150152759807885
12242,Divine Powder,RMS Beauty,Serum,41.41,1.7,4826,31,22,-0.9584786961964038,-1.1150152759807885
12243,Ultra Setting Spray,Urban Decay,Face Oil,17.94,1.7,3148,38,11,-1.5393957569516725,-1.1150152759807885
12244,Magic Highlighter,Make Up For Ever,Face Oil,30.23,1.7,4437,23,11,-1.235200159308628,-1.1150152759807885
12245,Magic Lipstick,Too Faced,Lip Gloss,29.89,1.7,6179,37,14,-1.2436156599757262,-1.1150152759807885
12246,Super Lip Liner,Fenty Beauty,Contour,101.02,1.7,5960,12,6,0.5169565825262877,-1.1150152759807885
12247,Ultra Contour,Rare Beauty,Moisturizer,63.16,1.7,4706,32,19,-0.4201341682276311,-1.1150152759807885
12248,Super Foundation,Bobby Brown,Contour,118.2,1.7,5828,3,6,0.9421868809402426,-1.1150152759807885
12249,Magic Eyeliner,Farsali,Eyeliner,80.85,1.7,288,11,9,0.01771938118697063,-1.1150152759807885
12250,Magic Bronzer,Glossier,Blush,148.1,1.7,8095,13,1,1.6822559101938657,-1.1150152759807885
12251,Super Highlighter,Rare Beauty,Cleanser,31.97,1.7,1758,32,4,-1.1921325970711263,-1.1150152759807885
12252,Magic Lip Gloss,RMS Beauty,Face Mask,112.55,1.7,9657,31,10,0.802341061031113,-1.1150152759807885
12253,Ultra Eyeliner,Glossier,Moisturizer,107.62,1.7,9300,13,19,0.6803163013581913,-1.1150152759807885
12254,Super Eye Shadow,Tarte,Concealer,29.71,1.7,4614,35,5,-1.248070925034778,-1.1150152759807885
12255,Divine Contour,Patrick Ta,Moisturizer,91.36,1.7,5492,29,19,0.27785735769050185,-1.1150152759807885
12256,Magic Lipstick,Tarte,Primer,22.93,1.7,2779,35,21,-1.4158859089257334,-1.1150152759807885
12257,Perfect Cleanser,Rare Beauty,Eyeliner,87.74,1.7,3539,32,9,0.18825702705845773,-1.1150152759807885
12258,Ultra Exfoliator,Laura Mercier,Serum,29.14,1.7,3839,22,22,-1.2621792643884424,-1.1150152759807885
12259,Magic Mascara,Danessa Myricks,Foundation,18.98,1.7,713,8,12,-1.5136542254993726,-1.1150152759807885
12260,Perfect Bronzer,Ilia Beauty,Cleanser,62.4,1.7,910,17,4,-0.43894528736585026,-1.1150152759807885
12261,Ultra Contour,Farsali,BB Cream,71.38,1.7,2628,11,0,-0.2166770638642605,-1.1150152759807885
12262,Divine Serum,Shiseido,Cleanser,145.57,1.7,8493,33,4,1.6196346846416358,-1.1150152759807885
12263,Divine Mascara,Kylie Cosmetics,Eye Shadow,131.19,1.7,1487,21,8,1.2637085093684888,-1.1150152759807885
12264,Super Primer,Charlotte Tilbury,Lip Gloss,79.09,1.7,3834,5,14,-0.02584321050153673,-1.1150152759807885
12265,Super Powder,Bobby Brown,Eye Shadow,64.25,1.7,368,3,8,-0.3931550631478167,-1.1150152759807885
12266,Magic Cleanser,Ilia Beauty,BB Cream,32.84,1.7,656,17,0,-1.1705988159523752,-1.1150152759807885
12267,Divine Mascara,E.l.f.,Mascara,27.57,1.7,8053,10,18,-1.3010390762923951,-1.1150152759807885
12268,Super BB Cream,Ilia Beauty,BB Cream,75.35,1.7,4532,17,0,-0.11841371783961557,-1.1150152759807885
12269,Perfect Eye Shadow,Farsali,Lip Gloss,53.39,1.7,5410,11,14,-0.6619560550439487,-1.1150152759807885
12270,Divine Lipstick,Kiehl’s,Blush,82.54,1.7,5577,20,1,0.059549369796958324,-1.1150152759807885
12271,Perfect BB Cream,ColourPop,Primer,87.86,1.7,640,7,21,0.19122720376449245,-1.1150152759807885
12272,Super Cleanser,Bite Beauty,Foundation,36.24,1.7,1521,2,12,-1.0864438092813948,-1.1150152759807885
12273,Perfect Lipstick,Juvia’s Place,Exfoliator,55.67,1.7,5794,18,7,-0.6055226976292911,-1.1150152759807885
12274,Super Lip Gloss,Hourglass,Concealer,33.87,1.7,3853,14,5,-1.1451047992255783,-1.1150152759807885
12275,Perfect Lip Liner,IT Cosmetics,Serum,72.22,1.7,4456,16,22,-0.19588582692201814,-1.1150152759807885
12276,Perfect Exfoliator,Drunk Elephant,Face Mask,34.32,1.7,8272,9,10,-1.1339666365779486,-1.1150152759807885
12277,Perfect Highlighter,Morphe,Mascara,74.86,1.7,6765,25,18,-0.13054193938925676,-1.1150152759807885
