Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
14478,Clinique,Moisturizer,Weekly,94.85,1.3,4218,200ml,Dry,Unisex,Tube,Salicylic Acid,TRUE,Japan
14479,ColourPop,Lip Gloss,Daily,114.83,3.9,3494,150ml,Combination,Female,Tube,Aloe Vera,FALSE,Japan
14480,RMS Beauty,Lip Liner,Daily,48.4,2.4,6868,30ml,Normal,Female,Compact,Aloe Vera,TRUE,Australia
14481,Ilia Beauty,Eyeliner,Weekly,44.88,4.7,3567,250ml,Normal,Male,Spray,Retinol,TRUE,South Korea
14482,Yves Saint Laurent,Foundation,Daily,77.13,1.2,2541,100ml,Dry,Unisex,Compact,Salicylic Acid,TRUE,Australia
14483,Juvia’s Place,Lipstick,Weekly,89.33,3.1,7233,100ml,Combination,Unisex,Bottle,Retinol,FALSE,USA
14484,E.l.f.,Lipstick,Weekly,64.76,2.5,2911,150ml,Oily,Unisex,Jar,Shea Butter,FALSE,UK
14485,Ilia Beauty,Face Mask,Monthly,68.8,1.1,402,150ml,Combination,Male,Tube,Salicylic Acid,FALSE,Italy
14486,Kylie Cosmetics,Contour,Occasional,82.59,4.5,9360,30ml,Dry,Female,Jar,Glycerin,FALSE,UK
14487,Perricone MD,Highlighter,Weekly,141.0,3.4,3582,150ml,Dry,Male,Bottle,Hyaluronic Acid,FALSE,Italy
14488,RMS Beauty,Lip Liner,Occasional,104.44,4.5,9183,50ml,Dry,Unisex,Bottle,Salicylic Acid,TRUE,Japan
14489,Too Faced,Cleanser,Occasional,20.79,3.7,2567,50ml,Sensitive,Unisex,Tube,Salicylic Acid,FALSE,Germany
14490,Huda Beauty,Makeup Remover,Monthly,37.43,3.2,3686,50ml,Dry,Unisex,Compact,Salicylic Acid,TRUE,Italy
14491,Tarte,Face Mask,Weekly,100.31,1.4,3969,30ml,Sensitive,Male,Spray,Vitamin C,TRUE,France
14492,Danessa Myricks,Face Oil,Occasional,49.83,1.7,2675,250ml,Dry,Female,Compact,Aloe Vera,TRUE,South Korea
14493,Urban Decay,Moisturizer,Occasional,119.89,4.6,2034,250ml,Sensitive,Male,Spray,Salicylic Acid,TRUE,Germany
14494,Shiseido,Contour,Monthly,75.1,1.1,3016,150ml,Dry,Female,Stick,Glycerin,FALSE,UK
14495,Drunk Elephant,Powder,Monthly,49.58,2.3,5056,50ml,Combination,Male,Bottle,Salicylic Acid,TRUE,USA
14496,Bobby Brown,Mascara,Daily,122.45,4.6,6025,30ml,Dry,Male,Stick,Retinol,FALSE,Italy
14497,Kiehl’s,Contour,Daily,131.58,4.3,9176,100ml,Dry,Male,Bottle,Vitamin C,TRUE,Japan
14498,Drunk Elephant,Exfoliator,Daily,71.69,3.5,6930,50ml,Sensitive,Female,Tube,Hyaluronic Acid,FALSE,France
14499,Sisley,CC Cream,Weekly,142.4,2.5,1788,100ml,Combination,Female,Stick,Vitamin C,TRUE,USA
14500,NARS,Moisturizer,Occasional,110.04,1.7,9035,50ml,Combination,Unisex,Jar,Retinol,FALSE,South Korea
14501,Yves Saint Laurent,Blush,Monthly,98.82,4.4,5282,250ml,Oily,Female,Jar,Salicylic Acid,TRUE,France
14502,Danessa Myricks,Exfoliator,Occasional,40.69,4.5,2434,50ml,Dry,Female,Compact,Shea Butter,FALSE,Australia
14503,Patrick Ta,Serum,Daily,28.29,3.7,2498,150ml,Oily,Unisex,Jar,Shea Butter,TRUE,Australia
14504,Glossier,Highlighter,Weekly,17.06,5.0,6279,250ml,Sensitive,Male,Tube,Glycerin,FALSE,France
14505,Bite Beauty,Face Mask,Monthly,129.93,3.3,1470,30ml,Sensitive,Female,Bottle,Glycerin,FALSE,Germany
14506,Morphe,Mascara,Daily,98.13,4.0,6695,250ml,Oily,Unisex,Tube,Salicylic Acid,FALSE,UK
14507,Too Faced,Face Oil,Weekly,101.29,2.2,5072,50ml,Oily,Unisex,Spray,Glycerin,FALSE,South Korea
14508,NARS,Highlighter,Occasional,56.35,2.5,3544,200ml,Normal,Male,Bottle,Vitamin C,TRUE,Japan
14509,Hourglass,BB Cream,Monthly,59.05,4.0,9227,30ml,Combination,Female,Jar,Retinol,FALSE,Germany
14510,Rare Beauty,Serum,Daily,52.32,2.7,7070,30ml,Combination,Female,Compact,Retinol,FALSE,UK
14511,KVD Beauty,Lip Gloss,Weekly,52.65,1.9,4691,50ml,Combination,Unisex,Jar,Shea Butter,FALSE,Italy
14512,Fenty Beauty,Makeup Remover,Daily,101.79,3.4,5665,200ml,Dry,Female,Compact,Glycerin,FALSE,UK
14513,Urban Decay,Lipstick,Occasional,32.19,4.6,1593,200ml,Dry,Unisex,Jar,Shea Butter,FALSE,Japan
14514,Farsali,Exfoliator,Occasional,47.66,4.9,934,100ml,Normal,Unisex,Tube,Hyaluronic Acid,TRUE,France
14515,E.l.f.,Moisturizer,Daily,139.62,2.3,2281,30ml,Oily,Unisex,Bottle,Aloe Vera,FALSE,UK
14516,Yves Saint Laurent,CC Cream,Monthly,140.9,3.6,6160,50ml,Sensitive,Male,Compact,Hyaluronic Acid,FALSE,Germany
14517,NARS,Face Mask,Monthly,36.25,1.5,683,200ml,Sensitive,Unisex,Compact,Shea Butter,TRUE,Italy
14518,Ilia Beauty,Eyeliner,Occasional,66.29,3.3,2558,200ml,Sensitive,Male,Jar,Glycerin,TRUE,Italy
14519,Rare Beauty,Moisturizer,Occasional,51.29,2.0,8545,100ml,Oily,Male,Tube,Aloe Vera,FALSE,Italy
14520,Morphe,Mascara,Monthly,106.19,2.2,880,30ml,Dry,Female,Compact,Retinol,TRUE,Italy
14521,NARS,Lipstick,Weekly,148.67,1.2,2264,150ml,Oily,Unisex,Spray,Vitamin C,TRUE,UK
14522,Becca,Bronzer,Weekly,20.4,3.3,8193,100ml,Normal,Female,Bottle,Salicylic Acid,FALSE,Italy
14523,Shiseido,CC Cream,Weekly,34.43,4.0,2900,250ml,Normal,Unisex,Compact,Hyaluronic Acid,TRUE,Italy
14524,Hourglass,Lipstick,Monthly,36.26,2.0,6736,150ml,Oily,Unisex,Spray,Glycerin,FALSE,UK
14525,Laura Mercier,Cleanser,Monthly,59.46,5.0,705,50ml,Sensitive,Unisex,Tube,Hyaluronic Acid,TRUE,Australia
14526,Kiehl’s,Highlighter,Daily,40.93,2.2,2975,100ml,Dry,Male,Jar,Retinol,TRUE,USA
14527,Make Up For Ever,Blush,Daily,128.23,4.1,4564,150ml,Dry,Female,Spray,Aloe Vera,TRUE,UK
14528,Milk Makeup,Primer,Occasional,120.64,2.2,4758,250ml,Sensitive,Female,Stick,Retinol,FALSE,Italy
14529,Bobby Brown,Bronzer,Daily,117.44,4.8,8538,250ml,Oily,Male,Jar,Glycerin,FALSE,UK
14530,KVD Beauty,Primer,Monthly,47.68,3.9,9357,250ml,Combination,Unisex,Compact,Shea Butter,TRUE,France
14531,Bobby Brown,Lip Gloss,Daily,139.85,3.0,3390,250ml,Dry,Female,Spray,Salicylic Acid,FALSE,Italy
14532,Bourjois,Makeup Remover,Weekly,66.8,4.1,8985,200ml,Oily,Female,Spray,Retinol,FALSE,France
14533,Bite Beauty,Makeup Remover,Monthly,10.46,1.4,6153,200ml,Dry,Male,Stick,Shea Butter,FALSE,UK
14534,Farsali,Face Oil,Monthly,62.24,4.1,2996,30ml,Oily,Unisex,Spray,Glycerin,TRUE,Australia
14535,Ilia Beauty,Face Mask,Monthly,86.59,1.8,3108,150ml,Normal,Female,Tube,Aloe Vera,FALSE,Germany
14536,Juvia’s Place,Concealer,Occasional,122.13,4.9,3290,100ml,Sensitive,Male,Stick,Shea Butter,TRUE,South Korea
14537,Drunk Elephant,CC Cream,Weekly,69.86,4.2,7428,30ml,Normal,Female,Compact,Glycerin,TRUE,Australia
14538,Yves Saint Laurent,Lip Liner,Daily,51.55,4.5,7659,250ml,Oily,Female,Spray,Vitamin C,FALSE,USA
14539,Kylie Cosmetics,Bronzer,Daily,63.59,4.1,9530,50ml,Oily,Female,Stick,Shea Butter,TRUE,Japan
14540,Rare Beauty,Highlighter,Daily,135.57,1.1,5498,150ml,Oily,Male,Bottle,Salicylic Acid,FALSE,Australia
14541,Hourglass,Concealer,Daily,136.62,3.4,4153,250ml,Combination,Male,Bottle,Hyaluronic Acid,FALSE,Germany
14542,Becca,Lipstick,Occasional,136.29,3.8,9960,30ml,Oily,Male,Compact,Aloe Vera,TRUE,France
14543,Danessa Myricks,Face Mask,Daily,79.09,1.2,2883,200ml,Oily,Female,Spray,Retinol,FALSE,Australia
14544,Hourglass,CC Cream,Occasional,141.01,4.8,7524,150ml,Oily,Female,Spray,Salicylic Acid,TRUE,Japan
14545,Bourjois,Serum,Monthly,21.77,2.5,1490,30ml,Normal,Female,Bottle,Vitamin C,FALSE,Japan
14546,ColourPop,CC Cream,Weekly,17.99,1.8,1506,30ml,Dry,Female,Tube,Hyaluronic Acid,TRUE,Germany
14547,Yves Saint Laurent,Face Oil,Weekly,127.17,2.7,6555,30ml,Normal,Female,Bottle,Aloe Vera,TRUE,France
14548,NARS,Contour,Weekly,18.12,4.8,1324,30ml,Dry,Unisex,Bottle,Retinol,FALSE,USA
14549,Milk Makeup,Mascara,Monthly,57.49,1.6,4792,30ml,Oily,Female,Jar,Shea Butter,TRUE,Australia
14550,Bobby Brown,Highlighter,Daily,106.58,4.7,5021,100ml,Oily,Male,Compact,Aloe Vera,FALSE,Japan
14551,Milk Makeup,Lip Liner,Daily,80.37,1.9,9757,100ml,Oily,Female,Stick,Retinol,TRUE,Germany
14552,Fenty Beauty,Eyeliner,Daily,121.65,2.9,4420,100ml,Sensitive,Female,Tube,Aloe Vera,TRUE,USA
14553,Glossier,Foundation,Weekly,124.2,3.5,3513,30ml,Dry,Male,Jar,Aloe Vera,FALSE,USA
14554,Perricone MD,Lip Gloss,Daily,123.37,2.6,4801,200ml,Normal,Male,Tube,Glycerin,FALSE,Australia
14555,Yves Saint Laurent,Powder,Daily,65.58,4.6,4231,50ml,Sensitive,Male,Jar,Vitamin C,FALSE,Australia
14556,Kylie Cosmetics,Face Oil,Occasional,41.86,2.5,5884,50ml,Normal,Male,Jar,Hyaluronic Acid,FALSE,France
14557,Hourglass,Lip Liner,Daily,89.68,1.8,8541,150ml,Sensitive,Female,Compact,Aloe Vera,TRUE,Germany
14558,Kiehl’s,Highlighter,Occasional,132.31,4.2,6495,250ml,Oily,Female,Tube,Shea Butter,TRUE,Japan
14559,Farsali,Powder,Monthly,57.9,1.9,9725,100ml,Combination,Male,Spray,Aloe Vera,FALSE,Italy
14560,Make Up For Ever,Face Oil,Weekly,125.64,3.0,8517,150ml,Dry,Male,Tube,Salicylic Acid,FALSE,Italy
14561,Farsali,Moisturizer,Occasional,72.94,2.6,7973,30ml,Oily,Male,Tube,Shea Butter,TRUE,South Korea
14562,Becca,Cleanser,Daily,100.25,3.7,6943,30ml,Sensitive,Male,Compact,Salicylic Acid,FALSE,Australia
14563,ColourPop,Makeup Remover,Occasional,16.51,4.7,4182,50ml,Combination,Unisex,Tube,Salicylic Acid,FALSE,France
14564,Sisley,Cleanser,Weekly,33.4,3.9,7182,30ml,Normal,Male,Jar,Salicylic Acid,TRUE,Italy
14565,Kiehl’s,Makeup Remover,Daily,85.54,4.6,664,150ml,Normal,Male,Spray,Retinol,FALSE,Australia
14566,Urban Decay,Exfoliator,Monthly,143.34,4.7,4240,250ml,Combination,Female,Stick,Salicylic Acid,TRUE,France
14567,Huda Beauty,Exfoliator,Daily,57.63,3.9,6973,100ml,Dry,Female,Stick,Glycerin,TRUE,UK
14568,Bite Beauty,Contour,Monthly,67.04,5.0,5100,50ml,Combination,Female,Bottle,Retinol,FALSE,Australia
14569,Kylie Cosmetics,Foundation,Weekly,126.26,2.4,8400,150ml,Normal,Female,Stick,Salicylic Acid,FALSE,Germany
14570,Shiseido,Makeup Remover,Weekly,42.76,1.5,6772,30ml,Oily,Unisex,Compact,Hyaluronic Acid,FALSE,Germany
14571,Ilia Beauty,Concealer,Daily,75.74,3.2,7352,150ml,Dry,Female,Tube,Vitamin C,FALSE,UK
14572,Kylie Cosmetics,Blush,Monthly,35.27,1.2,9617,30ml,Sensitive,Unisex,Compact,Retinol,TRUE,Japan
14573,Shiseido,Face Oil,Occasional,142.32,3.3,2197,250ml,Sensitive,Male,Stick,Vitamin C,FALSE,Italy
14574,Milk Makeup,Eyeliner,Weekly,70.54,1.1,848,150ml,Combination,Male,Compact,Salicylic Acid,TRUE,UK
14575,Fenty Beauty,Lipstick,Daily,108.66,2.5,5802,200ml,Normal,Unisex,Bottle,Hyaluronic Acid,FALSE,Australia
14576,Bobby Brown,Setting Spray,Weekly,117.05,4.0,6569,50ml,Sensitive,Male,Stick,Salicylic Acid,TRUE,France
14577,ColourPop,Lip Gloss,Monthly,118.69,3.2,6590,150ml,Oily,Unisex,Compact,Glycerin,FALSE,USA
14578,KVD Beauty,Moisturizer,Monthly,83.68,3.2,524,250ml,Combination,Male,Bottle,Hyaluronic Acid,TRUE,Germany
14579,KVD Beauty,Cleanser,Daily,71.03,1.6,972,50ml,Combination,Male,Jar,Shea Butter,FALSE,France
14580,Pat McGrath Labs,Eyeliner,Weekly,62.99,3.5,5377,50ml,Sensitive,Unisex,Jar,Aloe Vera,TRUE,South Korea
14581,Juvia’s Place,Concealer,Daily,115.44,1.3,152,30ml,Sensitive,Male,Compact,Shea Butter,TRUE,Germany
14582,Sisley,Mascara,Daily,38.2,4.1,6757,150ml,Oily,Female,Tube,Shea Butter,TRUE,Germany
14583,Tarte,Bronzer,Occasional,148.85,3.7,1955,100ml,Normal,Male,Stick,Hyaluronic Acid,TRUE,UK
14584,Tarte,Powder,Occasional,102.56,2.9,816,30ml,Dry,Unisex,Jar,Glycerin,TRUE,Australia
14585,Huda Beauty,Makeup Remover,Occasional,139.87,4.1,4541,150ml,Sensitive,Male,Stick,Hyaluronic Acid,TRUE,Germany
14586,KVD Beauty,Blush,Monthly,25.33,2.5,9658,200ml,Combination,Unisex,Tube,Retinol,TRUE,Italy
14587,Urban Decay,Bronzer,Weekly,113.36,3.5,5388,150ml,Combination,Female,Compact,Hyaluronic Acid,TRUE,South Korea
14588,IT Cosmetics,Foundation,Weekly,79.62,3.3,6686,100ml,Dry,Female,Jar,Hyaluronic Acid,TRUE,France
14589,Patrick Ta,Makeup Remover,Occasional,74.94,4.8,106,200ml,Normal,Female,Stick,Hyaluronic Acid,FALSE,France
14590,E.l.f.,Bronzer,Monthly,109.29,1.6,8622,30ml,Dry,Male,Jar,Glycerin,TRUE,Germany
14591,Too Faced,Highlighter,Weekly,131.44,3.6,241,150ml,Normal,Female,Jar,Salicylic Acid,FALSE,Italy
14592,ColourPop,BB Cream,Daily,66.74,2.0,9271,50ml,Oily,Female,Spray,Shea Butter,TRUE,South Korea
14593,Ilia Beauty,Lip Gloss,Occasional,132.75,4.8,3231,200ml,Dry,Male,Bottle,Glycerin,TRUE,USA
14594,E.l.f.,Mascara,Weekly,88.72,4.9,9342,30ml,Sensitive,Unisex,Compact,Retinol,FALSE,UK
14595,Drunk Elephant,Serum,Occasional,63.79,1.1,8534,250ml,Sensitive,Male,Jar,Hyaluronic Acid,FALSE,France
14596,KVD Beauty,Mascara,Monthly,32.5,1.2,5335,50ml,Combination,Unisex,Jar,Salicylic Acid,FALSE,South Korea
14597,Farsali,Highlighter,Monthly,133.21,3.3,4330,200ml,Dry,Unisex,Jar,Shea Butter,TRUE,UK
14598,Bite Beauty,Bronzer,Weekly,134.64,1.3,3392,50ml,Sensitive,Male,Tube,Shea Butter,TRUE,Germany
14599,Danessa Myricks,Contour,Daily,61.42,3.1,5612,50ml,Oily,Female,Compact,Hyaluronic Acid,FALSE,France
14600,Farsali,Setting Spray,Occasional,20.12,2.3,4736,200ml,Oily,Female,Compact,Glycerin,FALSE,Italy
14601,RMS Beauty,Bronzer,Daily,33.2,3.1,3961,100ml,Oily,Female,Compact,Glycerin,FALSE,France
14602,Too Faced,Lip Liner,Weekly,90.74,2.2,6640,150ml,Combination,Unisex,Jar,Vitamin C,FALSE,France
14603,Natasha Denona,Setting Spray,Weekly,51.06,2.5,2233,200ml,Normal,Unisex,Compact,Retinol,FALSE,France
14604,Becca,BB Cream,Daily,94.88,2.9,3689,250ml,Normal,Female,Tube,Hyaluronic Acid,TRUE,Japan
14605,Too Faced,Concealer,Daily,121.78,4.0,378,50ml,Combination,Female,Stick,Salicylic Acid,TRUE,Germany
14606,RMS Beauty,Face Oil,Monthly,18.81,2.1,1786,30ml,Sensitive,Male,Stick,Hyaluronic Acid,FALSE,Japan
14607,Sisley,Blush,Daily,48.56,4.5,9415,50ml,Combination,Unisex,Tube,Aloe Vera,FALSE,Germany
14608,Charlotte Tilbury,Concealer,Weekly,14.53,2.2,9176,250ml,Oily,Female,Jar,Salicylic Acid,FALSE,USA
14609,Milk Makeup,Serum,Occasional,52.21,1.3,6598,100ml,Oily,Male,Compact,Shea Butter,TRUE,Italy
14610,Juvia’s Place,Serum,Weekly,131.64,4.2,7970,150ml,Combination,Unisex,Spray,Vitamin C,FALSE,USA
14611,E.l.f.,Foundation,Weekly,105.8,2.5,4633,250ml,Normal,Unisex,Tube,Aloe Vera,FALSE,Germany
14612,Danessa Myricks,Moisturizer,Weekly,124.28,4.3,5425,100ml,Sensitive,Male,Bottle,Aloe Vera,FALSE,France
14613,Ilia Beauty,Exfoliator,Weekly,127.23,4.8,2612,50ml,Dry,Male,Jar,Shea Butter,FALSE,France
14614,E.l.f.,Exfoliator,Weekly,132.96,3.5,1274,100ml,Sensitive,Female,Tube,Aloe Vera,FALSE,Australia
14615,Rare Beauty,Makeup Remover,Occasional,55.17,3.3,2566,200ml,Normal,Male,Jar,Glycerin,FALSE,Japan
14616,Danessa Myricks,Eye Shadow,Monthly,80.1,4.0,6442,250ml,Normal,Male,Jar,Hyaluronic Acid,FALSE,Germany
14617,Pat McGrath Labs,Face Oil,Monthly,101.69,2.6,6097,50ml,Normal,Unisex,Stick,Vitamin C,FALSE,UK
14618,Shiseido,Setting Spray,Weekly,143.55,1.8,3621,250ml,Normal,Male,Jar,Retinol,FALSE,USA
14619,Morphe,Face Oil,Weekly,63.36,1.6,778,250ml,Oily,Unisex,Stick,Glycerin,FALSE,Germany
14620,Farsali,Setting Spray,Monthly,119.77,5.0,5335,30ml,Combination,Female,Stick,Shea Butter,FALSE,Australia
14621,NARS,Concealer,Daily,27.89,3.2,4482,50ml,Normal,Male,Compact,Hyaluronic Acid,FALSE,South Korea
14622,Huda Beauty,Bronzer,Weekly,79.99,3.5,8022,100ml,Sensitive,Male,Jar,Salicylic Acid,FALSE,South Korea
14623,Tarte,Exfoliator,Occasional,80.22,4.0,6934,100ml,Normal,Unisex,Jar,Vitamin C,FALSE,Japan
14624,Laura Mercier,CC Cream,Weekly,24.77,1.9,9383,30ml,Sensitive,Female,Compact,Glycerin,FALSE,South Korea
14625,Farsali,Eye Shadow,Occasional,54.28,2.2,5454,250ml,Combination,Unisex,Compact,Aloe Vera,TRUE,Japan
14626,E.l.f.,BB Cream,Occasional,60.3,4.6,5297,150ml,Normal,Female,Tube,Aloe Vera,TRUE,Japan
14627,IT Cosmetics,Exfoliator,Daily,131.5,2.8,6722,50ml,Normal,Male,Spray,Shea Butter,FALSE,Italy
14628,Becca,Primer,Occasional,147.56,2.5,9578,50ml,Combination,Female,Jar,Salicylic Acid,TRUE,Australia
14629,Charlotte Tilbury,Lip Gloss,Monthly,121.27,3.0,6661,150ml,Combination,Unisex,Bottle,Shea Butter,FALSE,Germany
14630,Huda Beauty,Primer,Monthly,31.67,2.8,2927,100ml,Normal,Unisex,Stick,Glycerin,FALSE,Japan
14631,IT Cosmetics,Eyeliner,Weekly,74.62,4.6,7233,250ml,Sensitive,Male,Spray,Aloe Vera,TRUE,Japan
14632,Sisley,Contour,Daily,137.4,2.3,2428,100ml,Sensitive,Female,Jar,Vitamin C,FALSE,Australia
14633,Anastasia Beverly Hills,Foundation,Occasional,59.2,3.9,4917,200ml,Sensitive,Unisex,Spray,Retinol,TRUE,France
14634,KVD Beauty,Face Mask,Monthly,57.71,2.6,8806,30ml,Oily,Female,Stick,Vitamin C,TRUE,France
14635,E.l.f.,Eyeliner,Monthly,46.63,4.5,6010,250ml,Dry,Unisex,Stick,Salicylic Acid,FALSE,Germany
14636,E.l.f.,Serum,Daily,145.71,3.9,1170,200ml,Sensitive,Unisex,Spray,Shea Butter,FALSE,South Korea
14637,Anastasia Beverly Hills,Highlighter,Weekly,17.87,3.1,3794,50ml,Normal,Male,Stick,Retinol,TRUE,USA
14638,Becca,Lipstick,Monthly,110.42,1.5,7291,50ml,Normal,Unisex,Stick,Retinol,TRUE,Italy
14639,Clinique,Powder,Monthly,57.06,4.9,4873,50ml,Dry,Unisex,Stick,Vitamin C,FALSE,USA
14640,Anastasia Beverly Hills,Lipstick,Weekly,121.64,4.1,8761,150ml,Oily,Male,Bottle,Aloe Vera,TRUE,USA
14641,Tarte,Mascara,Daily,23.92,2.8,8587,250ml,Sensitive,Unisex,Spray,Hyaluronic Acid,TRUE,USA
14642,Juvia’s Place,Eye Shadow,Weekly,127.45,2.8,7672,50ml,Dry,Unisex,Stick,Hyaluronic Acid,FALSE,France
14643,Urban Decay,Lip Liner,Daily,147.48,2.9,4449,150ml,Oily,Female,Spray,Salicylic Acid,FALSE,South Korea
14644,Bourjois,Highlighter,Monthly,60.96,4.5,4006,100ml,Combination,Unisex,Tube,Shea Butter,FALSE,South Korea
14645,Anastasia Beverly Hills,BB Cream,Monthly,85.11,4.4,600,200ml,Sensitive,Unisex,Spray,Shea Butter,TRUE,USA
14646,Make Up For Ever,Powder,Weekly,143.42,3.7,1281,200ml,Sensitive,Unisex,Jar,Glycerin,FALSE,Australia
14647,Tatcha,Contour,Daily,100.41,2.8,6350,250ml,Normal,Male,Tube,Retinol,TRUE,UK
14648,Shiseido,Lip Liner,Daily,114.91,3.7,1811,100ml,Normal,Unisex,Bottle,Shea Butter,FALSE,South Korea
14649,Patrick Ta,Blush,Daily,145.58,4.8,3201,150ml,Sensitive,Male,Bottle,Vitamin C,FALSE,South Korea
14650,Patrick Ta,Cleanser,Monthly,17.18,3.5,339,100ml,Combination,Male,Bottle,Aloe Vera,FALSE,Australia
14651,Pat McGrath Labs,Blush,Daily,44.27,3.8,6491,100ml,Normal,Unisex,Tube,Vitamin C,TRUE,UK
14652,Morphe,Contour,Monthly,147.1,5.0,6561,100ml,Sensitive,Female,Bottle,Retinol,FALSE,UK
14653,Kiehl’s,CC Cream,Weekly,20.05,3.8,723,200ml,Oily,Male,Spray,Vitamin C,TRUE,Japan
14654,Bourjois,Face Mask,Daily,135.26,1.9,1569,50ml,Combination,Male,Spray,Hyaluronic Acid,TRUE,Germany
14655,Huda Beauty,Face Mask,Monthly,97.34,4.3,1521,100ml,Normal,Male,Bottle,Salicylic Acid,FALSE,Italy
14656,Fenty Beauty,Primer,Daily,128.37,3.0,7512,150ml,Combination,Female,Jar,Retinol,TRUE,France
14657,Bourjois,Blush,Daily,95.18,4.5,8437,100ml,Combination,Male,Jar,Retinol,FALSE,Germany
14658,Huda Beauty,Highlighter,Occasional,124.9,2.2,3440,50ml,Combination,Male,Tube,Salicylic Acid,FALSE,France
14659,Becca,Eyeliner,Monthly,45.36,4.0,4965,200ml,Combination,Male,Tube,Hyaluronic Acid,TRUE,South Korea
14660,Sisley,Exfoliator,Occasional,144.84,4.9,8591,150ml,Combination,Male,Bottle,Aloe Vera,TRUE,USA
14661,Bourjois,Cleanser,Daily,24.89,2.0,3255,30ml,Normal,Male,Compact,Salicylic Acid,FALSE,Germany
14662,Kylie Cosmetics,Moisturizer,Occasional,52.2,4.6,5333,250ml,Dry,Male,Jar,Aloe Vera,FALSE,USA
14663,Drunk Elephant,BB Cream,Occasional,58.42,1.6,1166,100ml,Combination,Unisex,Spray,Hyaluronic Acid,TRUE,Germany
14664,Hourglass,Makeup Remover,Occasional,99.32,2.9,8436,150ml,Sensitive,Unisex,Tube,Hyaluronic Acid,FALSE,Italy
14665,Juvia’s Place,Setting Spray,Monthly,79.63,1.2,8750,50ml,Oily,Male,Tube,Salicylic Acid,FALSE,Australia
14666,Juvia’s Place,Lip Gloss,Weekly,122.6,3.6,5100,150ml,Normal,Female,Spray,Salicylic Acid,TRUE,Australia
14667,Bobby Brown,Contour,Monthly,129.27,3.5,7483,100ml,Dry,Male,Stick,Retinol,FALSE,USA
14668,E.l.f.,Lip Gloss,Monthly,87.2,4.7,7644,30ml,Combination,Unisex,Tube,Vitamin C,FALSE,Italy
14669,Ilia Beauty,Primer,Occasional,137.58,4.9,2027,50ml,Combination,Unisex,Compact,Glycerin,TRUE,UK
14670,KVD Beauty,Exfoliator,Daily,141.07,1.9,3841,200ml,Dry,Female,Spray,Salicylic Acid,FALSE,Italy
14671,Hourglass,CC Cream,Monthly,42.33,1.7,6004,200ml,Dry,Female,Compact,Glycerin,TRUE,South Korea
14672,Yves Saint Laurent,Makeup Remover,Monthly,12.33,2.9,3890,200ml,Combination,Unisex,Stick,Shea Butter,TRUE,Japan
14673,Anastasia Beverly Hills,Lipstick,Monthly,100.47,3.8,9994,200ml,Combination,Unisex,Spray,Salicylic Acid,FALSE,Australia
14674,Tarte,Makeup Remover,Monthly,105.6,2.1,157,250ml,Dry,Female,Jar,Hyaluronic Acid,TRUE,Australia
14675,Ilia Beauty,Makeup Remover,Occasional,145.56,2.3,4005,250ml,Dry,Female,Compact,Retinol,FALSE,USA
14676,Glossier,Contour,Monthly,104.1,4.6,7707,50ml,Sensitive,Unisex,Spray,Aloe Vera,TRUE,Italy
14677,Urban Decay,Bronzer,Daily,146.56,2.9,5278,200ml,Oily,Female,Tube,Retinol,FALSE,Germany
14678,Morphe,Blush,Occasional,139.29,2.8,4299,150ml,Sensitive,Unisex,Tube,Shea Butter,FALSE,Italy
14679,Laura Mercier,Serum,Occasional,149.37,4.5,4656,150ml,Oily,Male,Stick,Glycerin,FALSE,South Korea
14680,Ilia Beauty,Lip Liner,Monthly,96.92,3.0,2238,50ml,Combination,Male,Bottle,Salicylic Acid,FALSE,USA
14681,ColourPop,Eyeliner,Weekly,108.8,4.5,4676,30ml,Sensitive,Male,Jar,Glycerin,FALSE,UK
14682,Danessa Myricks,Makeup Remover,Monthly,96.65,1.8,6966,200ml,Dry,Male,Stick,Aloe Vera,FALSE,Italy
14683,Milk Makeup,Mascara,Weekly,97.19,4.6,3675,200ml,Sensitive,Male,Stick,Hyaluronic Acid,FALSE,UK
14684,Shiseido,Cleanser,Monthly,104.33,4.3,5477,150ml,Dry,Male,Bottle,Aloe Vera,TRUE,Australia
14685,E.l.f.,Makeup Remover,Monthly,36.29,2.6,5289,150ml,Combination,Female,Compact,Glycerin,TRUE,UK
14686,Ilia Beauty,Contour,Occasional,48.38,4.6,8987,50ml,Combination,Female,Spray,Vitamin C,TRUE,South Korea
14687,Bite Beauty,Lip Liner,Monthly,44.05,1.2,9390,100ml,Dry,Female,Spray,Vitamin C,FALSE,Italy
14688,Becca,Setting Spray,Weekly,63.32,3.9,7418,150ml,Combination,Male,Stick,Glycerin,TRUE,Japan
14689,Charlotte Tilbury,Lipstick,Monthly,132.61,3.0,1849,150ml,Normal,Unisex,Spray,Shea Butter,FALSE,Australia
14690,ColourPop,Serum,Occasional,39.0,2.9,5796,250ml,Dry,Male,Jar,Vitamin C,TRUE,Japan
14691,Urban Decay,Contour,Occasional,91.27,4.5,5350,150ml,Normal,Unisex,Compact,Hyaluronic Acid,TRUE,USA
14692,Tarte,Serum,Weekly,110.2,5.0,5651,200ml,Oily,Unisex,Jar,Hyaluronic Acid,TRUE,Germany
