Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,ID
Ultra Lip Liner,RMS Beauty,Makeup Remover,Occasional,82.37,1.4,4231,50ml,Dry,Male,Jar,Vitamin C,FALSE,USA,13511
Super Primer,Farsali,Powder,Monthly,57.69,1.4,5459,200ml,Dry,Female,Compact,Retinol,TRUE,Japan,13512
Super Highlighter,Milk Makeup,Foundation,Monthly,38.41,1.4,2081,50ml,Sensitive,Unisex,Spray,Aloe Vera,TRUE,France,13513
Ultra Eye Shadow,Patrick Ta,Exfoliator,Weekly,141.22,1.4,6985,50ml,Normal,Male,Spray,Hyaluronic Acid,TRUE,Japan,13514
Perfect Exfoliator,Pat McGrath Labs,Makeup Remover,Daily,46.47,1.4,9522,50ml,Oily,Unisex,Stick,Retinol,FALSE,Australia,13515
Perfect BB Cream,Danessa Myricks,Eye Shadow,Daily,72.19,1.4,9334,150ml,Sensitive,Male,Spray,Hyaluronic Acid,FALSE,South Korea,13516
Super Blush,Clinique,BB Cream,Occasional,129.01,1.4,177,250ml,Dry,Female,Bottle,Aloe Vera,TRUE,UK,13517
Divine Primer,Drunk Elephant,Lip Liner,Occasional,81.58,1.4,3687,50ml,Oily,Female,Bottle,Vitamin C,FALSE,USA,13518
Divine Foundation,Pat McGrath Labs,Bronzer,Daily,108.39,1.4,6475,50ml,Dry,Female,Stick,Vitamin C,TRUE,UK,13519
Ultra Exfoliator,Laura Mercier,Lip Liner,Daily,50.83,1.4,8615,250ml,Normal,Male,Tube,Salicylic Acid,TRUE,South Korea,13520
Magic Makeup Remover,Too Faced,Blush,Weekly,102.51,1.4,6363,150ml,Normal,Female,Compact,Salicylic Acid,FALSE,France,13521
Divine Lipstick,RMS Beauty,Lip Liner,Daily,149.17,1.4,3647,50ml,Dry,Unisex,Spray,Vitamin C,TRUE,Italy,13522
Perfect Powder,Danessa Myricks,Bronzer,Daily,40.49,1.4,361,50ml,Sensitive,Female,Spray,Aloe Vera,FALSE,France,13523
Perfect Face Oil,Rare Beauty,Face Mask,Occasional,23.4,1.4,1378,250ml,Combination,Unisex,Tube,Retinol,TRUE,Germany,13524
Magic Face Oil,Morphe,Mascara,Weekly,12.26,1.4,2586,50ml,Combination,Male,Jar,Shea Butter,FALSE,Australia,13525
Divine Powder,Shiseido,Mascara,Daily,138.26,1.4,7065,30ml,Combination,Male,Stick,Aloe Vera,FALSE,Germany,13526
Ultra Highlighter,Urban Decay,Eyeliner,Occasional,83.77,1.4,1016,100ml,Dry,Female,Stick,Vitamin C,TRUE,Italy,13527
Super Eyeliner,Hourglass,Highlighter,Occasional,128.72,1.4,8604,50ml,Oily,Unisex,Bottle,Vitamin C,FALSE,Italy,13528
Perfect BB Cream,Clinique,Face Mask,Occasional,92.49,1.4,2041,200ml,Normal,Unisex,Spray,Vitamin C,TRUE,France,13529
Ultra Moisturizer,E.l.f.,Blush,Occasional,114.24,1.4,961,50ml,Sensitive,Female,Tube,Aloe Vera,TRUE,Germany,13530
Divine Lipstick,Urban Decay,Powder,Monthly,48.95,1.4,5669,50ml,Sensitive,Unisex,Stick,Salicylic Acid,FALSE,Japan,13531
Super Setting Spray,Juvia’s Place,Lip Liner,Occasional,18.32,1.4,6825,200ml,Combination,Female,Spray,Aloe Vera,FALSE,UK,13532
Magic BB Cream,Morphe,Contour,Occasional,45.07,1.4,6176,200ml,Combination,Unisex,Bottle,Shea Butter,TRUE,France,13533
Magic Lipstick,ColourPop,Mascara,Monthly,83.69,1.4,4230,150ml,Sensitive,Unisex,Bottle,Aloe Vera,FALSE,Italy,13534
Ultra Powder,Milk Makeup,Highlighter,Daily,95.68,1.4,4494,250ml,Combination,Male,Tube,Retinol,FALSE,UK,13535
Super Lip Gloss,E.l.f.,Eyeliner,Occasional,89.25,1.4,5467,100ml,Sensitive,Male,Tube,Salicylic Acid,FALSE,Japan,13536
Ultra Face Oil,Kiehl’s,Face Oil,Daily,60.63,1.4,680,30ml,Sensitive,Female,Bottle,Vitamin C,FALSE,USA,13537
Perfect Lip Gloss,Milk Makeup,Setting Spray,Daily,81.74,1.4,2571,250ml,Sensitive,Female,Spray,Retinol,TRUE,Australia,13538
Super Face Mask,Urban Decay,Serum,Monthly,118.09,1.4,6450,50ml,Combination,Unisex,Tube,Retinol,TRUE,USA,13539
Magic Eye Shadow,Kiehl’s,Cleanser,Occasional,147.04,1.4,8507,30ml,Combination,Unisex,Bottle,Hyaluronic Acid,FALSE,USA,13540
Divine Foundation,Farsali,Primer,Monthly,143.3,1.4,2636,150ml,Dry,Female,Jar,Aloe Vera,FALSE,Italy,13541
Super Setting Spray,Sisley,Powder,Weekly,33.07,1.4,4490,200ml,Normal,Unisex,Tube,Hyaluronic Acid,TRUE,Australia,13542
Divine Contour,Yves Saint Laurent,Mascara,Weekly,75.95,1.4,4673,200ml,Sensitive,Unisex,Bottle,Glycerin,FALSE,Australia,13543
Divine Highlighter,Huda Beauty,Eyeliner,Daily,103.9,1.4,844,30ml,Dry,Unisex,Tube,Hyaluronic Acid,TRUE,Japan,13544
Ultra Primer,Morphe,Foundation,Occasional,66.35,1.4,9694,150ml,Oily,Female,Stick,Hyaluronic Acid,FALSE,USA,13545
Ultra Mascara,Huda Beauty,Moisturizer,Daily,86.66,1.4,8122,200ml,Normal,Male,Spray,Shea Butter,TRUE,USA,13546
Perfect Bronzer,Make Up For Ever,Primer,Occasional,18.13,1.4,6912,50ml,Normal,Female,Tube,Shea Butter,FALSE,Japan,13547
Magic Face Oil,Urban Decay,Contour,Occasional,80.54,1.4,4381,150ml,Combination,Female,Tube,Vitamin C,TRUE,UK,13548
Super Lip Liner,Make Up For Ever,Serum,Weekly,32.83,1.4,755,50ml,Combination,Unisex,Stick,Hyaluronic Acid,TRUE,Italy,13549
Perfect Lip Liner,Fenty Beauty,Face Mask,Daily,142.17,1.4,3065,250ml,Normal,Female,Bottle,Salicylic Acid,FALSE,Australia,13550
Perfect Lipstick,Drunk Elephant,Lip Gloss,Weekly,46.53,1.4,2437,100ml,Oily,Female,Compact,Shea Butter,FALSE,South Korea,13551
Super Cleanser,Yves Saint Laurent,Contour,Occasional,16.94,1.4,2116,200ml,Combination,Male,Jar,Salicylic Acid,TRUE,Italy,13552
Perfect Face Mask,E.l.f.,Highlighter,Daily,105.73,1.4,6763,250ml,Oily,Female,Stick,Glycerin,TRUE,France,13553
Super Powder,Tatcha,Eye Shadow,Daily,37.44,1.4,7253,150ml,Dry,Female,Compact,Retinol,FALSE,Australia,13554
Magic Face Mask,Natasha Denona,Serum,Monthly,51.75,1.4,1258,150ml,Dry,Female,Tube,Vitamin C,TRUE,Australia,13555
Ultra Highlighter,Tatcha,Face Oil,Occasional,121.95,1.4,1126,250ml,Sensitive,Female,Bottle,Glycerin,FALSE,France,13556
Super Lipstick,Kylie Cosmetics,Lip Liner,Occasional,15.74,1.4,3169,250ml,Normal,Male,Compact,Shea Butter,FALSE,Germany,13557
Divine Cleanser,Milk Makeup,CC Cream,Weekly,125.95,1.4,2979,30ml,Combination,Unisex,Bottle,Aloe Vera,FALSE,Australia,13558
Magic Highlighter,Farsali,BB Cream,Monthly,92.27,1.4,7002,200ml,Dry,Male,Tube,Retinol,FALSE,UK,13559
Divine Exfoliator,NARS,Powder,Weekly,35.88,1.4,3524,200ml,Normal,Unisex,Jar,Hyaluronic Acid,FALSE,Japan,13560
Super Contour,Sisley,Setting Spray,Weekly,75.7,1.4,3710,50ml,Combination,Female,Spray,Hyaluronic Acid,TRUE,Japan,13561
Magic Blush,IT Cosmetics,Bronzer,Monthly,45.91,1.4,1231,100ml,Dry,Male,Stick,Retinol,FALSE,South Korea,13562
Divine Exfoliator,Clinique,Eye Shadow,Occasional,139.9,1.4,6932,150ml,Dry,Unisex,Stick,Vitamin C,FALSE,South Korea,13563
Perfect Moisturizer,ColourPop,Face Oil,Occasional,57.55,1.4,67,150ml,Oily,Male,Stick,Retinol,FALSE,South Korea,13564
Divine Eye Shadow,Morphe,Setting Spray,Monthly,54.91,1.4,6946,150ml,Sensitive,Female,Spray,Salicylic Acid,TRUE,Australia,13565
Magic Makeup Remover,Rare Beauty,Makeup Remover,Monthly,142.63,1.4,7611,50ml,Oily,Unisex,Tube,Vitamin C,TRUE,South Korea,13566
Ultra Primer,Perricone MD,Concealer,Daily,63.83,1.4,6714,250ml,Sensitive,Female,Compact,Shea Butter,FALSE,France,13567
Divine CC Cream,E.l.f.,Exfoliator,Weekly,149.5,1.4,9254,250ml,Dry,Male,Spray,Salicylic Acid,FALSE,France,13568
Perfect Face Oil,Fenty Beauty,Highlighter,Weekly,44.68,1.4,5471,50ml,Sensitive,Male,Bottle,Hyaluronic Acid,TRUE,France,13569
Ultra Setting Spray,Perricone MD,Lip Gloss,Daily,132.09,1.4,7053,250ml,Combination,Female,Compact,Hyaluronic Acid,FALSE,France,13570
Perfect Highlighter,Juvia’s Place,Highlighter,Monthly,132.22,1.4,1430,100ml,Normal,Unisex,Bottle,Shea Butter,FALSE,Germany,13571
Perfect Bronzer,Yves Saint Laurent,Powder,Weekly,116.04,1.4,5202,250ml,Combination,Unisex,Jar,Glycerin,FALSE,Germany,13572
Super Foundation,Bite Beauty,Bronzer,Daily,125.5,1.4,8675,30ml,Oily,Male,Compact,Aloe Vera,TRUE,Italy,13573
Super Eyeliner,Shiseido,Setting Spray,Daily,55.99,1.4,1891,50ml,Dry,Unisex,Stick,Hyaluronic Acid,FALSE,Australia,13574
Divine Makeup Remover,Perricone MD,Blush,Monthly,49.64,1.4,9629,150ml,Combination,Unisex,Tube,Aloe Vera,FALSE,France,13575
Perfect Serum,Ilia Beauty,Makeup Remover,Occasional,130.73,1.4,9173,100ml,Normal,Male,Spray,Glycerin,TRUE,Australia,13576
Ultra Exfoliator,Drunk Elephant,Powder,Weekly,146.51,1.4,7781,100ml,Combination,Unisex,Bottle,Retinol,FALSE,USA,13577
Divine Bronzer,Anastasia Beverly Hills,Highlighter,Weekly,146.62,1.4,8144,50ml,Normal,Unisex,Jar,Hyaluronic Acid,FALSE,Germany,13578
Perfect Primer,Kiehl’s,Cleanser,Weekly,60.92,1.4,5136,200ml,Combination,Female,Spray,Shea Butter,FALSE,Australia,13579
Divine Lipstick,Kiehl’s,Contour,Weekly,68.47,1.4,7325,30ml,Normal,Male,Bottle,Hyaluronic Acid,FALSE,Germany,13580
Magic Face Oil,Farsali,Face Mask,Occasional,64.55,1.4,1788,150ml,Combination,Unisex,Compact,Retinol,TRUE,Japan,13581
Super Eye Shadow,Tarte,BB Cream,Monthly,145.22,1.4,3978,50ml,Combination,Female,Stick,Aloe Vera,TRUE,UK,13582
Ultra Primer,E.l.f.,Lip Liner,Weekly,147.14,1.4,1795,50ml,Oily,Male,Tube,Salicylic Acid,TRUE,Japan,13583
Super Foundation,Natasha Denona,BB Cream,Weekly,122.89,1.4,3652,150ml,Sensitive,Unisex,Tube,Retinol,FALSE,South Korea,13584
Super Setting Spray,Fenty Beauty,Cleanser,Weekly,82.28,1.4,4653,50ml,Dry,Female,Bottle,Salicylic Acid,FALSE,Australia,13585
Divine Highlighter,Urban Decay,Foundation,Weekly,82.3,1.4,4915,150ml,Combination,Male,Compact,Shea Butter,TRUE,Italy,13586
Perfect Lip Gloss,Milk Makeup,Lip Liner,Daily,147.74,1.4,7844,30ml,Dry,Unisex,Jar,Aloe Vera,FALSE,South Korea,13587
Perfect CC Cream,Laura Mercier,Moisturizer,Daily,14.73,1.4,3896,30ml,Oily,Female,Tube,Vitamin C,TRUE,Australia,13588
Super Bronzer,E.l.f.,Exfoliator,Occasional,136.54,1.4,2312,50ml,Combination,Male,Bottle,Shea Butter,FALSE,South Korea,13589
Perfect Highlighter,Kiehl’s,CC Cream,Daily,93.95,1.4,8653,30ml,Sensitive,Male,Compact,Vitamin C,TRUE,Australia,13590
Magic Face Oil,Yves Saint Laurent,Serum,Daily,52.74,1.4,8983,100ml,Dry,Unisex,Tube,Retinol,TRUE,UK,13591
Perfect Eyeliner,E.l.f.,Contour,Occasional,14.64,1.4,8934,250ml,Dry,Male,Jar,Glycerin,TRUE,Japan,13592
Ultra Eyeliner,Natasha Denona,Eyeliner,Daily,76.27,1.4,7946,150ml,Dry,Male,Stick,Shea Butter,FALSE,Australia,13593
Perfect Moisturizer,Patrick Ta,Bronzer,Monthly,86.85,1.4,4338,50ml,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,South Korea,13594
Divine Powder,Becca,CC Cream,Monthly,110.96,1.4,5868,200ml,Dry,Male,Jar,Salicylic Acid,TRUE,Italy,13595
Super Concealer,RMS Beauty,Bronzer,Weekly,120.52,1.4,5769,150ml,Normal,Female,Bottle,Salicylic Acid,TRUE,Italy,13596
Perfect Lipstick,Kiehl’s,Lip Gloss,Weekly,26.83,1.4,3304,150ml,Oily,Female,Jar,Retinol,FALSE,France,13597
Super Lip Gloss,Bite Beauty,Powder,Monthly,83.2,1.4,3122,30ml,Combination,Female,Compact,Retinol,TRUE,France,13598
Perfect Setting Spray,Too Faced,Highlighter,Occasional,59.79,1.4,1447,100ml,Normal,Male,Tube,Retinol,TRUE,UK,13599
Magic Serum,Fenty Beauty,Makeup Remover,Weekly,103.37,1.4,4929,50ml,Normal,Unisex,Stick,Glycerin,FALSE,South Korea,13600
Magic Foundation,Ilia Beauty,Serum,Monthly,21.04,1.4,983,100ml,Normal,Unisex,Stick,Retinol,FALSE,France,13601
Magic Lip Gloss,Tatcha,Face Mask,Weekly,11.73,1.4,5454,30ml,Normal,Male,Spray,Shea Butter,FALSE,UK,13602
Perfect Contour,Patrick Ta,Bronzer,Monthly,87.97,1.4,8894,150ml,Dry,Female,Spray,Shea Butter,TRUE,France,13603
Super Eyeliner,E.l.f.,Eye Shadow,Occasional,125.0,1.4,5924,150ml,Sensitive,Unisex,Bottle,Vitamin C,TRUE,USA,13604
Super Setting Spray,Too Faced,Primer,Daily,45.94,1.4,5909,250ml,Sensitive,Female,Stick,Vitamin C,FALSE,Italy,13605
Ultra Serum,Pat McGrath Labs,Setting Spray,Monthly,55.92,1.4,5750,30ml,Combination,Male,Tube,Aloe Vera,TRUE,Italy,13606
Magic Contour,Drunk Elephant,Face Oil,Occasional,142.14,1.4,432,250ml,Combination,Male,Bottle,Hyaluronic Acid,TRUE,South Korea,13607
Perfect Lipstick,Tarte,Makeup Remover,Occasional,24.23,1.4,7686,250ml,Sensitive,Unisex,Spray,Shea Butter,FALSE,France,13608
Divine Powder,Laura Mercier,Setting Spray,Occasional,119.54,1.4,8128,50ml,Normal,Unisex,Stick,Vitamin C,TRUE,South Korea,13609
Divine Powder,Becca,Setting Spray,Occasional,18.49,1.4,4572,250ml,Normal,Male,Compact,Vitamin C,TRUE,South Korea,13610
Magic Mascara,Milk Makeup,Contour,Occasional,107.78,1.4,3117,200ml,Sensitive,Female,Stick,Salicylic Acid,FALSE,Japan,13611
Perfect Face Mask,Drunk Elephant,CC Cream,Weekly,43.37,1.4,347,250ml,Oily,Unisex,Jar,Shea Butter,TRUE,France,13612
Perfect Lipstick,Drunk Elephant,Setting Spray,Weekly,79.8,1.4,1229,30ml,Sensitive,Male,Compact,Glycerin,TRUE,USA,13613
Magic Lip Gloss,NARS,Highlighter,Weekly,17.44,1.4,3566,200ml,Sensitive,Unisex,Stick,Aloe Vera,FALSE,France,13614
Ultra Powder,Becca,Serum,Occasional,22.31,1.4,9934,250ml,Sensitive,Female,Bottle,Aloe Vera,TRUE,Italy,13615
Divine Eye Shadow,Tatcha,Lip Gloss,Daily,10.45,1.4,7156,200ml,Sensitive,Male,Tube,Aloe Vera,FALSE,Australia,13616
Perfect Foundation,Hourglass,Bronzer,Monthly,138.6,1.4,3434,30ml,Sensitive,Female,Jar,Vitamin C,FALSE,Germany,13617
Ultra Serum,ColourPop,Lip Gloss,Monthly,76.26,1.4,8914,150ml,Oily,Unisex,Tube,Aloe Vera,FALSE,France,13618
Divine Setting Spray,Becca,Lip Liner,Weekly,10.56,1.4,9546,200ml,Dry,Unisex,Compact,Retinol,FALSE,South Korea,13619
Perfect Bronzer,Fenty Beauty,Eye Shadow,Occasional,52.67,1.4,6322,50ml,Oily,Male,Stick,Shea Butter,TRUE,Italy,13620
Divine CC Cream,RMS Beauty,Lip Gloss,Occasional,14.4,1.4,3009,150ml,Combination,Female,Stick,Vitamin C,TRUE,Italy,13621
Ultra Moisturizer,Danessa Myricks,Lip Liner,Daily,30.85,1.4,9530,100ml,Normal,Male,Spray,Shea Butter,TRUE,France,13622
Divine Lip Liner,Kylie Cosmetics,Foundation,Occasional,22.02,1.4,9767,150ml,Dry,Male,Tube,Shea Butter,FALSE,UK,13623
Ultra Concealer,NARS,Lipstick,Monthly,50.15,1.4,8016,200ml,Oily,Unisex,Stick,Hyaluronic Acid,TRUE,Japan,13624
Perfect Lip Gloss,Shiseido,Lipstick,Daily,72.24,1.4,7318,50ml,Dry,Unisex,Tube,Hyaluronic Acid,FALSE,UK,13625
Magic Moisturizer,Morphe,Lipstick,Monthly,125.24,1.4,2079,30ml,Combination,Female,Jar,Aloe Vera,FALSE,Italy,13626
Ultra Setting Spray,Bourjois,Lipstick,Monthly,106.26,1.4,1197,250ml,Sensitive,Male,Spray,Retinol,FALSE,USA,13627
Perfect Face Mask,Shiseido,Lipstick,Weekly,128.08,1.4,9519,200ml,Combination,Male,Stick,Retinol,FALSE,South Korea,13628
Divine Exfoliator,Bobby Brown,Powder,Weekly,53.77,1.4,2004,50ml,Combination,Male,Spray,Aloe Vera,TRUE,Italy,13629
Super Powder,Bourjois,Lipstick,Monthly,39.22,1.4,2360,30ml,Oily,Unisex,Compact,Aloe Vera,TRUE,France,13630
Divine Moisturizer,Tatcha,Serum,Daily,20.52,1.4,651,50ml,Dry,Unisex,Stick,Retinol,TRUE,Germany,13631
Ultra Makeup Remover,Patrick Ta,Lipstick,Monthly,105.46,1.4,3923,250ml,Dry,Unisex,Stick,Vitamin C,FALSE,UK,13632
Magic Mascara,Huda Beauty,Cleanser,Weekly,35.25,1.4,2161,150ml,Normal,Male,Jar,Glycerin,TRUE,UK,13633
Perfect Exfoliator,Morphe,Lipstick,Monthly,56.49,1.4,9603,100ml,Combination,Male,Jar,Vitamin C,TRUE,USA,13634
Magic Lipstick,Juvia’s Place,Bronzer,Daily,129.0,1.4,2113,150ml,Combination,Female,Bottle,Hyaluronic Acid,TRUE,South Korea,13635
Perfect Face Mask,Natasha Denona,Face Oil,Occasional,81.5,1.4,8071,100ml,Oily,Female,Compact,Vitamin C,FALSE,Germany,13636
Perfect Lip Gloss,Patrick Ta,Lipstick,Daily,10.59,1.4,3876,200ml,Normal,Unisex,Jar,Shea Butter,TRUE,Japan,13637
Super Concealer,Ilia Beauty,Face Oil,Daily,98.84,1.4,2612,100ml,Combination,Unisex,Tube,Aloe Vera,TRUE,Germany,13638
Super Highlighter,E.l.f.,Setting Spray,Occasional,82.98,1.4,930,30ml,Sensitive,Unisex,Compact,Hyaluronic Acid,TRUE,Australia,13639
Ultra Concealer,Kylie Cosmetics,Lipstick,Daily,140.9,1.4,7245,30ml,Sensitive,Male,Bottle,Retinol,TRUE,Australia,13640
Super Serum,Becca,Lipstick,Weekly,94.78,1.4,4749,30ml,Dry,Female,Compact,Retinol,FALSE,Germany,13641
Super Moisturizer,Farsali,Lipstick,Occasional,119.68,1.4,330,50ml,Sensitive,Unisex,Bottle,Glycerin,TRUE,UK,13642
Divine Eye Shadow,Bite Beauty,Lipstick,Daily,30.4,1.4,7985,200ml,Oily,Female,Jar,Aloe Vera,FALSE,Italy,13643
Magic Face Oil,E.l.f.,Face Oil,Monthly,44.38,1.4,6861,100ml,Sensitive,Female,Stick,Vitamin C,FALSE,USA,13644
Magic Bronzer,Tatcha,Lipstick,Monthly,22.75,1.4,3642,250ml,Combination,Unisex,Jar,Salicylic Acid,FALSE,Australia,13645
Perfect Face Mask,Urban Decay,Lipstick,Daily,34.39,1.4,5121,250ml,Sensitive,Unisex,Jar,Salicylic Acid,TRUE,Italy,13646
Ultra Bronzer,Bite Beauty,Blush,Daily,107.84,1.4,2386,30ml,Combination,Female,Bottle,Retinol,FALSE,Japan,13647
Ultra Makeup Remover,Danessa Myricks,Lipstick,Weekly,52.23,1.4,3033,250ml,Sensitive,Female,Bottle,Shea Butter,FALSE,Italy,13648
Divine Contour,Perricone MD,Face Mask,Occasional,100.22,1.4,6877,200ml,Dry,Female,Compact,Retinol,FALSE,France,13649
Divine Concealer,Morphe,Lipstick,Monthly,11.61,1.4,7513,250ml,Normal,Female,Compact,Vitamin C,TRUE,South Korea,13650
Ultra Eye Shadow,Charlotte Tilbury,Serum,Monthly,88.95,1.4,6738,50ml,Sensitive,Unisex,Spray,Aloe Vera,FALSE,USA,13651
Magic Lipstick,IT Cosmetics,Cleanser,Weekly,24.47,1.4,4368,200ml,Combination,Unisex,Tube,Vitamin C,TRUE,UK,13652
Super Cleanser,Danessa Myricks,Powder,Monthly,126.44,1.4,6515,30ml,Dry,Male,Stick,Hyaluronic Acid,FALSE,Italy,13653
Ultra Mascara,Clinique,Exfoliator,Daily,129.87,1.4,8631,250ml,Oily,Unisex,Bottle,Salicylic Acid,FALSE,USA,13654
Magic Lip Gloss,Drunk Elephant,Moisturizer,Monthly,12.68,1.4,2406,50ml,Normal,Unisex,Spray,Hyaluronic Acid,FALSE,Italy,13655
Super Eye Shadow,Glossier,Eye Shadow,Weekly,101.71,1.4,1922,30ml,Oily,Female,Jar,Glycerin,TRUE,USA,13656
Super CC Cream,Pat McGrath Labs,Face Oil,Weekly,107.6,1.4,4448,200ml,Oily,Female,Stick,Hyaluronic Acid,FALSE,Japan,13657
Perfect Lip Liner,Tatcha,Powder,Weekly,83.4,1.4,7201,200ml,Combination,Unisex,Compact,Hyaluronic Acid,TRUE,Germany,13658
Ultra Lip Liner,Hourglass,Moisturizer,Occasional,140.61,1.4,2285,30ml,Dry,Unisex,Compact,Vitamin C,FALSE,USA,13659
Ultra Setting Spray,Anastasia Beverly Hills,Cleanser,Monthly,23.3,1.4,5791,50ml,Oily,Male,Stick,Salicylic Acid,TRUE,UK,13660
Divine Highlighter,Farsali,Moisturizer,Occasional,91.55,1.4,506,30ml,Combination,Female,Compact,Shea Butter,FALSE,Australia,13661
Divine BB Cream,Kiehl’s,Highlighter,Monthly,140.98,1.4,4114,250ml,Dry,Unisex,Jar,Aloe Vera,FALSE,Japan,13662
Ultra Contour,Perricone MD,Setting Spray,Weekly,128.38,1.4,1744,250ml,Combination,Unisex,Tube,Aloe Vera,FALSE,Germany,13663
Perfect Serum,Bite Beauty,Foundation,Weekly,70.07,1.4,9890,100ml,Sensitive,Female,Spray,Salicylic Acid,TRUE,UK,13664
Perfect Foundation,Bourjois,Eyeliner,Occasional,10.0,1.4,6538,50ml,Normal,Female,Jar,Shea Butter,FALSE,Germany,13665
Ultra Eye Shadow,Bobby Brown,Face Oil,Monthly,109.17,1.4,2659,200ml,Dry,Unisex,Compact,Hyaluronic Acid,FALSE,South Korea,13666
Magic Cleanser,Glossier,Setting Spray,Weekly,70.42,1.4,8864,250ml,Sensitive,Unisex,Stick,Shea Butter,TRUE,France,13667
Super Concealer,Bite Beauty,Eye Shadow,Daily,133.09,1.4,1381,200ml,Dry,Female,Compact,Aloe Vera,FALSE,UK,13668
Super Cleanser,Tarte,Face Mask,Weekly,100.31,1.4,3969,30ml,Sensitive,Male,Spray,Vitamin C,TRUE,France,13669
Super Serum,Bite Beauty,Makeup Remover,Monthly,10.46,1.4,6153,200ml,Dry,Male,Stick,Shea Butter,FALSE,UK,13670
Ultra Setting Spray,Drunk Elephant,Exfoliator,Monthly,120.43,1.4,350,250ml,Dry,Female,Tube,Vitamin C,FALSE,Australia,13671
Magic Eyeliner,Drunk Elephant,Face Oil,Occasional,80.2,1.4,8439,30ml,Oily,Unisex,Jar,Salicylic Acid,FALSE,Germany,13672
Super Exfoliator,Clinique,Foundation,Occasional,140.31,1.4,6991,200ml,Dry,Unisex,Stick,Retinol,FALSE,Japan,13673
Super Mascara,Bourjois,CC Cream,Monthly,91.59,1.4,8291,50ml,Dry,Unisex,Tube,Shea Butter,FALSE,South Korea,13674
Super Exfoliator,Hourglass,Exfoliator,Occasional,19.74,1.3,5980,150ml,Normal,Unisex,Spray,Salicylic Acid,FALSE,South Korea,13675
Perfect Serum,E.l.f.,Concealer,Occasional,133.56,1.3,7450,200ml,Normal,Male,Spray,Glycerin,FALSE,Australia,13676
Perfect Cleanser,Farsali,Bronzer,Monthly,85.31,1.3,8316,30ml,Combination,Unisex,Jar,Glycerin,FALSE,UK,13677
Magic Eyeliner,Milk Makeup,Blush,Occasional,97.68,1.3,7863,50ml,Oily,Female,Compact,Aloe Vera,TRUE,Italy,13678
Perfect Concealer,Kiehl’s,Bronzer,Weekly,136.41,1.3,7205,200ml,Oily,Female,Bottle,Aloe Vera,FALSE,South Korea,13679
Ultra Lip Liner,Morphe,Primer,Occasional,92.26,1.3,9864,200ml,Dry,Female,Bottle,Hyaluronic Acid,TRUE,USA,13680
Perfect Mascara,Perricone MD,Contour,Daily,13.42,1.3,6389,50ml,Sensitive,Female,Jar,Glycerin,TRUE,Australia,13681
Super Highlighter,Rare Beauty,BB Cream,Monthly,130.52,1.3,662,250ml,Combination,Female,Spray,Vitamin C,TRUE,South Korea,13682
Super Setting Spray,Milk Makeup,Eye Shadow,Occasional,63.09,1.3,8611,100ml,Dry,Unisex,Stick,Aloe Vera,TRUE,France,13683
Super Face Oil,NARS,Powder,Occasional,95.98,1.3,8285,100ml,Oily,Unisex,Bottle,Retinol,FALSE,Germany,13684
Magic Serum,Tarte,Eyeliner,Occasional,65.82,1.3,5002,250ml,Oily,Female,Compact,Hyaluronic Acid,FALSE,South Korea,13685
Ultra CC Cream,Hourglass,Highlighter,Weekly,25.07,1.3,1556,250ml,Combination,Unisex,Jar,Glycerin,FALSE,Japan,13686
Magic Face Mask,Perricone MD,Face Oil,Monthly,32.63,1.3,3151,150ml,Normal,Unisex,Compact,Glycerin,TRUE,Japan,13687
Divine CC Cream,Clinique,Concealer,Weekly,20.52,1.3,6202,250ml,Sensitive,Male,Stick,Salicylic Acid,TRUE,Australia,13688
Magic Powder,ColourPop,Lip Gloss,Weekly,33.02,1.3,9341,200ml,Oily,Unisex,Spray,Retinol,FALSE,France,13689
Super Eyeliner,Kiehl’s,Makeup Remover,Weekly,77.02,1.3,294,200ml,Oily,Female,Stick,Shea Butter,TRUE,USA,13690
Magic Lip Liner,E.l.f.,Face Oil,Occasional,144.71,1.3,5787,200ml,Normal,Female,Bottle,Shea Butter,TRUE,Italy,13691
Divine Exfoliator,Ilia Beauty,Makeup Remover,Monthly,95.74,1.3,5332,250ml,Oily,Unisex,Spray,Aloe Vera,TRUE,Italy,13692
Ultra BB Cream,Kylie Cosmetics,Powder,Weekly,111.18,1.3,3328,50ml,Sensitive,Unisex,Spray,Salicylic Acid,FALSE,Germany,13693
Divine Face Oil,Patrick Ta,Powder,Monthly,72.61,1.3,9686,150ml,Oily,Unisex,Tube,Aloe Vera,FALSE,France,13694
Divine Foundation,Pat McGrath Labs,Mascara,Weekly,102.89,1.3,6924,150ml,Normal,Unisex,Tube,Glycerin,FALSE,Italy,13695
Perfect Exfoliator,Too Faced,Eye Shadow,Monthly,116.25,1.3,7264,200ml,Sensitive,Male,Stick,Vitamin C,TRUE,South Korea,13696
Perfect Face Mask,Kiehl’s,Setting Spray,Occasional,68.63,1.3,6881,150ml,Normal,Female,Spray,Hyaluronic Acid,TRUE,UK,13697
Super Primer,Patrick Ta,Powder,Monthly,101.55,1.3,6044,200ml,Normal,Unisex,Tube,Glycerin,FALSE,UK,13698
